Unit_Id,Annotation,Media_Unit-Annotation_Score,Expert,Trusted_Judgment,term1,b1,e1,term2,b2,e2,Unit,term1_UMLS
907030,treat,0.9759000729,1,1,THROMBOEMBOLIC EVENTS,72,93,FONDAPARINUX,154,166,"In the trial based alysis, fondaparinux was estimated to prevent 15.1 THROMBOEMBOLIC EVENTS per 1000 patients at three months compared with enoxaparin; FONDAPARINUX produced cost savings per patient at 30 days, 3 months, and 5 years postdischarge.",
907040,treat,0.2264554068,1,0,CARDIAC ARRHYTHMIAS,117,136,ANTIARRHYTHMIC EFFECT,28,49,That loxone both produced ANTIARRHYTHMIC EFFECT and prolonged the survival time whereas propranolol only corrected CARDIAC ARRHYTHMIAS suggests that the antiarrhythmic effect of loxone may not result in prolongation of survival time and that different mechanisms may be involved in the antiarrhythmic effect.,
907052,treat,0.9237604307,1,1,HOST DISEASE (GVHD) PROPHYLAXIS,101,132,MYCOPHENOLATE MOFETIL,37,58,"Ciclosporine, alone or combined with MYCOPHENOLATE MOFETIL or methotrexate, was used as graft versus HOST DISEASE (GVHD) PROPHYLAXIS.",
907060,treat,0.9918365981,1,1,MUSCLE CRAMPS,57,70,QUININE SULPHATE,89,105,Nine patients on maintence haemodialysis with frequent MUSCLE CRAMPS were given 320 mg QUININE SULPHATE or placebo (in an identical gelatin capsule) at the beginning of each dialysis for a period of 12 weeks.,
907062,treat,1,1,1,NSAID ASSOCIATED DUODEL ULCERS,84,116,SUCRALFATE,32,42,"Misoprostol, H2 antagonists and SUCRALFATE are of similar efficacy in prevention of NSAID ASSOCIATED DUODEL ULCERS but misoprostol is more effective in prevention of gastric ulcers.",
907064,treat,0.9704949588,1,1,DIPHTHERIA,114,124,DIPHTHERIA TOXOID,114,131,"Although diphtheria was controlled for approximately 30 years after the institution of childhood vaccition with DIPHTHERIA TOXOID in the late 1950s, epidemic DIPHTHERIA has reemerged in the New Independent States (NIS) of the former Soviet Union (1,2) (Figures 1 and 2.",
907076,treat,0.9771398364,1,1,REL STONE DISEASE,190,209,CITRATE,118,125,"Uriry citrate is an important determint for crystallization of calcium salts, and recently oral administration of CITRATE has been suggested to be clinically useful in the magement of REL STONE DISEASE.",
907088,treat,0.9941348468,1,1,NEURAL TUBE DEFECTS,115,134,FOLIC ACID,77,87,"These areas include rubella virus as a cause of congenital rubella syndrome, FOLIC ACID as a preventive factor for NEURAL TUBE DEFECTS, cytomegalovirus infection as a cause of birth defects and developmental disabilities, and alcohol as a cause of fetal alcohol spectrum disorders",
907090,treat,0.7624928517,1,1,ARRHYTHMIAS,213,224,ANTIARRHYTHMIC DRUG EFFICACY,88,116,While maximal exercise testing is useful for detection of arrhythmias and assessment of ANTIARRHYTHMIC DRUG EFFICACY few reports have documented the safety of this procedure in patients with malignt ventricular ARRHYTHMIAS.,
907097,treat,0.9958932065,1,1,DYSRHYTHMIA,0,11,ANTIARRHYTHMIC AGENTS,45,66,"DYSRHYTHMIA should be treated with atropine, ANTIARRHYTHMIC AGENTS, and a temporary pacemaker, in order to avoid lethal results",
907098,treat,0.9965457582,1,1,NEURAL TUBE DEFECTS,107,131,FOLIC ACID,75,85,The results of the MRC Vitamin Study have established the specific role of FOLIC ACID in the prevention of NEURAL TUBE DEFECTS,
907100,treat,0.3429971703,1,0,GRAFT VERSUS HOST DISEASE (GVHD) PROPHYLAXIS,0,44,CYCLOSPORINE,117,129,"GRAFT VERSUS HOST DISEASE (GVHD) PROPHYLAXIS was methotrexate (1 patient), cyclosporine (2 patients), methotrexate + CYCLOSPORINE (3 patients), cyclosporine + physical removal of T cells (2 patients).",
907104,treat,0.9931270663,1,1,EXERCISE INDUCED ASTHMA,21,44,SALMETEROL,0,10,"SALMETEROL prevented EXERCISE INDUCED ASTHMA in all 13 children studied, at 1, 5, and 9 hours.",
907105,treat,0.9761870602,1,1,CARIES,243,249,FLUORIDE,188,196,"This paper reviewed clinical studies and found that fluoride varnish's effectiveness in caries prevention, ease of application, and safety give it an advantage over other types of topical FLUORIDE treatments (such as gels and rinses) or other CARIES magement methods.",
907106,treat,0.5656854249,1,1,DENTAL CARIES,181,194,SODIUM FLUORIDE,69,84,"A sample of 1,824 schoolchildren was randomly assigned to either the SODIUM FLUORIDE dentifrice or the stannous fluoride dentifrice and examined clinically and radiographically for DENTAL CARIES initially and after one, two, and three years of dentifrice usage.",
907108,treat,0.5714285714,1,1,GVHD,16,20,METHYLPREDNISOLONE,51,74,Prophylaxis for GVHD consisted of cyclosporine and METHYLPREDNISOLONE,
907114,treat,0.9805806757,1,1,BENIGN TERTIAN MALARIA,70,92,PRIMAQUINE,118,128,"The idequacy of the 4 aminoquinolines for protection against latent BENIGN TERTIAN MALARIA is noted, and the use of PRIMAQUINE is recommended.",
907118,treat,0.9383148633,1,1,MYOCARDIAL INFARCTION,272,293,ASPIRIN,209,216,Studies in patients scheduled for percutaneous corory intervention and those with unstable angi or non-Q-wave myocardial infarction have shown that a combition of intravenous GP IIb-IIIa inhibitors with ASPIRIN and heparin is associated with a reduction in death or MYOCARDIAL INFARCTION compared with therapy with aspirin and heparin alone,
907148,treat,0.9176629355,1,1,CARIES,3,9,FETAL FLUORIDE,35,49,"No CARIES protective effect of the FETAL FLUORIDE however, has been substantiated by pertinent research.",
907152,treat,0.1005037815,1,0,PARALYTIC POLIOMYELITIS,170,193,LIVE POLIOVIRUS VACCINE,217,245,The principal differences between these vaccines are the transmission of live vaccine viruses from recipieits to their contacts and the occurrence of occasiol cases of PARALYTIC POLIOMYELITIS associated with use of LIVE POLIOVIRUS VACCINE,
907157,treat,0,1,0,MAGNESIUM DEFICIENCY,17,37,MAGNESIUM TOLERANCE TEST,107,131,"The diagnosis of MAGNESIUM DEFICIENCY is usually made by a low serum magnesium concentration, although the MAGNESIUM TOLERANCE TEST may be more indicative of low magnesium states.",
907161,treat,0.5330017909,1,1,DEHYDRATION,106,117,INCREASING TEMPERATURE AND SALT ADDITION,123,163,The most significant results of this study are the level of hydration of the PC headgroup and the lack of DEHYDRATION with INCREASING TEMPERATURE AND SALT ADDITION.,
907168,treat,0.9805806757,1,1,PULMORY EMBOLISM,93,111,WARFARIN,137,145,Clinical trials are currently investigating the potential value of LMWHs in the treatment of PULMORY EMBOLISM and as an altertive to WARFARIN in secondary prevention of DVT,
907174,treat,0.9897433186,1,1,PAIN,78,82,LIDOCAINE,42,51,This study concluded that the addition of LIDOCAINE significantly reduced the PAIN felt in the circulatory tract selected for the injection of propofol.,
907179,treat,0.9491579958,1,1,PNEUMOCYSTIS PNEUMONIA,101,128,PENTAMIDINE ISETHIOTE,68,91,"In 1984, three patients died of severe hypoglycemia after receiving PENTAMIDINE ISETHIOTE to treat PNEUMOCYSTIS PNEUMONIA",
907183,treat,0.9965457582,1,1,PAIN,116,120,LIGNOCAINE,172,182,When administered intravenously in the dorsum of the hand the pain score and the number of patients who experienced PAIN was reduced significantly by mixing the agent with LIGNOCAINE when compared with a bolus injection,
907203,treat,0.990147543,1,1,ACUTE EMESIS,68,80,ONDANSETRON,144,160,"Ondansetron was superior to high dose metoclopramide in controlling ACUTE EMESIS and usea, and there was a significant patient preference for ONDANSETRON",
907208,treat,0.9647638212,1,1,HEPATITIS B INFECTION,218,239,HEPATITIS B VACCINE,151,170,"The protocols for the practical magement of these cases, including the immunisation of susceptible non human primates and the staff with recombint HEPATITIS B VACCINE are described, and the origin and evolution of HEPATITIS B INFECTION in primates are discussed.",
907209,treat,0.7022468832,1,1,THYROID DEFICIENCY,180,198,THYROXINE,126,135,"In developing PTU-treated rats, the abnormalities completely disappeared after therapy with increasing physiological doses of THYROXINE; consequently they were directly related to THYROID DEFICIENCY and not to toxic effects of PTU",
907215,treat,0.9701425001,1,1,SYMPTOMATIC URIRY TRACT INFECTION,17,52,METHEMINE HIPPURATE,90,116,The incidence of SYMPTOMATIC URIRY TRACT INFECTION also decreased during treatment with METHEMINE HIPPURATE,
907219,treat,0.9958932065,1,1,CMV INFECTION,123,136,GANCICLOVIR,93,104,An example of AIDS research being helpful in the treatment of other conditions is the use of GANCICLOVIR for prevention of CMV INFECTION in transplant patients  who are vulnerable to infections because of the immune suppressive drugs they must take.,
907223,treat,0.9941348468,1,1,DENTAL CARIES,45,58,FLUORIDE,75,83,This paper reviews the probable mechanism of DENTAL CARIES and the role of FLUORIDE in the inhibition or reversal of that process.,
907226,treat,0.6681531048,1,1,ADRELINE INDUCED ARRHYTHMIA,162,191,PROPHYLACTIC ANTIARRHYTHMIC ACTIVITY,122,158,"Among the compounds tested, 1 (2 hydroxy 3 (4 phenylpiperidin 1 yl) propylpyrrolidin 2 one (5) was the most active in the PROPHYLACTIC ANTIARRHYTHMIC ACTIVITY in ADRELINE INDUCED ARRHYTHMIA in anesthetized rats.",
907227,treat,0.9704949588,1,1,NEURAL TUBE DEFECTS,145,168,FOLIC ACID,108,118,"At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.gFOLIC ACID which reduces the risk of NEURAL TUBE DEFECTS",
907233,treat,0.9965457582,1,1,MYOCARDIAL IRON OVERLOAD,134,158,DEFERIPRONE AND DEFEROXAMINE (DFO),77,111,"Regarding iron chelation treatment, patients receiving combined therapy with DEFERIPRONE AND DEFEROXAMINE (DFO) significantly reduced MYOCARDIAL IRON OVERLOAD during the 4 yr study period, whilst patients in monotherapy with DFO showed a significant increase in LIC.",
907235,treat,0.9938837347,1,1,DUODEL ULCER DISEASE,191,217,RANITIDINE,102,112,Famotidine 40 mg given once at night appears to be as safe and effective as conventiol therapy with RANITIDINE indicating the importance of overnight gastric acidity in the pathogenesis of DUODEL ULCER DISEASE,
907239,treat,0,1,0,REOXYGETION INDUCED ARRHYTHMIAS,58,91,ANTIARRHYTHMIC,25,39,It is concluded that the ANTIARRHYTHMIC action of L PC on REOXYGETION INDUCED ARRHYTHMIAS is not correlated with its direct electrophysiological effects studied on normoxic preparations.,
907247,treat,0.9974586998,1,1,MYOCARDIAL INFARCTION,189,210,ACETYLSALICYLIC ACID,214,239,"Remarkable examples are arteriosclerosis and its complications, where the role of thromboxane and prostacyclin was discovered and led to the development of strategies for the prevention of MYOCARDIAL INFARCTION by ACETYLSALICYLIC ACID",
907265,treat,0.9965457582,1,1,LEFT VENTRICULAR HYPERTROPHY,147,179,RAMIPRIL,55,63,"In rats with a corory occlusion of 6 weeks duration, RAMIPRIL administration significantly reduced infarct size and prevented the development of LEFT VENTRICULAR HYPERTROPHY",
907269,treat,0.9853292782,1,1,CARIES PROPHYLACTIC PURPOSE,176,203,SUPPLEMENTARY FLUORIDE,135,157,The results show that high F groundwater is prevalent and emphasize that information on domestic water supply must be available before SUPPLEMENTARY FLUORIDE is prescribed for CARIES PROPHYLACTIC PURPOSE.,
907273,treat,0.9383148633,1,1,EMESIS,51,57,ONDANSETRON,109,120,Eight patients achieved good control of usea and EMESIS with ondansetron alone while two patients required ONDANSETRON and diphenhydramine,
907299,treat,0.9950371902,1,1,RECURRENT VENOUS THROMBOEMBOLISM,118,154,CONVENTIOL INTENSITY WARFARIN THERAPY,50,89,Comparison of low intensity warfarin therapy with CONVENTIOL INTENSITY WARFARIN THERAPY for long term prevention of RECURRENT VENOUS THROMBOEMBOLISM,
907302,treat,0.9534625892,1,1,CARIES,30,36,FLUORIDES,40,49,In the past the inhibition of CARIES by FLUORIDES was ascribed to the reduced solubility of emel due to the incorporation of F  into the emel mineral.,
907304,treat,0.7293249575,1,1,INCIDENCE OF VERTICAL HEPATITIS B TRANSMISSION,126,172,HEPATITIS B VACCINE,53,72,"Therefore, vaccition of all children AT BIRTH WITH HEPATITIS B VACCINE COULD BE AN effective vaccine strategy despite a low INCIDENCE OF VERTICAL HEPATITIS B TRANSMISSION.",
907308,treat,0.9970544855,1,1,RUBELLA,87,94,RUBELLA VACCINE,0,15,RUBELLA VACCINE should continue to be used to immunize susceptible adult women against RUBELLA in order to further the goal of elimition of the congenital rubella syndrome,
907310,treat,0.968495997,1,1,CARIES,73,79,FLUORIDE SUPPLEMENTS,49,69,The scientific evidence supports the efficacy of FLUORIDE SUPPLEMENTS in CARIES prevention but there is weaker support for their effectiveness.,
907321,treat,0.9974586998,1,1,IRON OVERLOAD,79,92,DEFEROXAMINE,25,37,"Despite the successes of DEFEROXAMINE (DFO) in the treatment and prevention of IRON OVERLOAD an effective orally available iron chelating drug is needed, since erratic compliance with irritating, cumbersome parenteral infusions still results in fatal iron accumulation in many patients.",
907323,treat,0.9931270663,1,1,NOCTURL CRAMPS,48,68,QUININE SULFATE,0,15,QUININE SULFATE is a widely prescribed drug for NOCTURL CRAMPS,
907332,treat,0.9918365981,1,1,PAIN RELATED TO OSTEOARTHROSIS,108,138,900 MG OF IBUPROFEN,71,90,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,
907345,treat,0.9701425001,1,1,POSTMENOPAUSAL BONE LOSS,73,97,ESTROGEN,106,114,"In order to evaluate the preventive effect of estrogen and vitamin D3 on POSTMENOPAUSAL BONE LOSS, either ESTROGEN (Premarin 0.625 mg/day) or vitamin D3 (Onealfa 1.0 micrograms/day) was administered to postmenopausal women",
907355,treat,0.10976426,1,0,RIBOFLAVIN DEFICIENCY,36,57,RIBOFLAVIN,36,46,These data suggest that subclinical RIBOFLAVIN DEFICIENCY may occur in adolescents and that deficiency may be related to dietary intake of RIBOFLAVIN,
907359,treat,0.9931270663,1,1,EMESIS,344,354,GRANISETRON,287,298,The object of the study was to determine whether dexamethasone improved the efficacy of the serotonin receptor (5 HT3) antagonist granisetron in controlling acute (within 24 h) emesis in cancer patients receiving high dose cisplatin chemotherapy and to ascertain whether continuation of GRANISETRON after 24 h reduces the occurrence of delayed EMESIS,
907364,treat,0,1,0,MAGNESIUM DEFICIENCY,119,139,MAGNESIUM MALABSORPTION,191,214,"The decreased bone magnesium concentration and the increased retention of magnesium in the magnesium load test suggest MAGNESIUM DEFICIENCY in post menoposal osteoporosis, probably caused by MAGNESIUM MALABSORPTION.",
907365,treat,0.9036961141,1,1,TUBERCULOSIS,112,124,ISONIAZID,128,137,"After an outbreak of hepatitis in Washington, D.C. in 1970 among a group of persons taking isoniazid to prevent TUBERCULOSIS an ISONIAZID surveillance study was conducted among 13,838 persons in 21 participating health departments.",
907372,treat,0.2948839123,1,0,HYPOTHYROIDISM,168,186,THYROXIN,141,149,The screening usually consists of measuring thyroxin in dried blood spot specimens followed by measurement of thyrotropin if the results for THYROXIN are suggestive of HYPOTHYROIDISM,
907376,treat,0,1,0,ANGI DIARES,39,52,ANTIANGIL EFFICACY,0,20,"ANTIANGIL EFFICACY was assessed with ANGI DIARES investigators, and patients global evaluations and with treadmill exercise test during placebo run in period and after 8 weeks of the therapy.",
907379,treat,0.8488746876,1,1,IRON DEFICIENCY ANEMIA,96,118,IRON,96,100,"? Adherence to a gluten free diet in patients with celiac disease can lead to the correction of IRON DEFICIENCY ANEMIA and the replacement of iron stores, and it can prevent the recurrence of IRON deficiency.",
907380,treat,0.6099942813,1,1,VENTRICULAR TACHYCARDIA,233,256,DISOPYRAMIDE,257,269,"In 75% of supraventricular parossistic tachycardia and in 75% of parossistic atrial fibrillation, arrhythmia was interrupted within few minutes from drug injection; in 90% with premature ventricular contractions (PVC) and in 100% of VENTRICULAR TACHYCARDIA DISOPYRAMIDE was capable to interrupt the arrhythmias.",
907382,treat,0.8241633837,1,1,MOTION SICKNESS,45,60,SCOPOLAMINE,116,127,"Transdermal scopolamine provides significant MOTION SICKNESS protection, similar in extent to that provided by oral SCOPOLAMINE or dimenhydrite.",
907383,treat,0.979957887,1,1,ARRHYTHMIA,35,45,ANTIARRHYTHMIC THERAPY,78,100,All patients have remained free of ARRHYTHMIA recurrence and have required no ANTIARRHYTHMIC THERAPY after a follow up of 5 to 28 months (mean 14.,
907385,treat,0.9931270663,1,1,CARIES,95,101,FLUORIDE ION,26,38,"The results show that the FLUORIDE ION concentration is sufficient (0.7 1.0 ppm F ) to prevent CARIES only in very few parts of Lower Austria, Upper Austria, Salzburg, Tirol, Carinthia, and Styria.",
907386,treat,0.7442084075,1,1,ARRHYTHMIA,79,89,ANTIARRHYTHMIC,169,183,The choice of the antiarrhythmic treatment must always be based on the type of ARRHYTHMIA the presence of a structural cardiopathy and the potential side effects of the ANTIARRHYTHMIC drug.,
907396,treat,0.9965457582,1,1,POST-TRAUMATIC EPILEPSY,64,87,PHENYTOIN,11,20,The use of PHENYTOIN in headache syndromes and in prevention of POST-TRAUMATIC EPILEPSY is discussed,
907397,treat,0.2324952775,1,0,PAIN,94,98,BUPIVACAINE,124,135,There was no difference in the rate of regression of sensory anesthesia or the development of PAIN among patients receiving BUPIVACAINE alone or bupivacaine with fentanyl,
907404,treat,0.968495997,1,1,MI,84,86,ASPIRIN,44,51,"Ratiole: ? The combition of heparin and ASPIRIN in ACS reduces the incidence of MI during the in hospital period, and LMWHs reduce cardiac events and the need for revascularization procedures.",
907406,treat,0.6681531048,1,1,INDUCED USEA AND VOMITING,78,105,ANTIEMETICS,135,146,51   The identification of neurotransmitter pathways involved in chemotherapy INDUCED USEA AND VOMITING led to development of potent ANTIEMETICS such as the serotonin antagonists ondansetron and granisetron.,
907439,treat,0.4313310928,1,0,REENTRANT ARRHYTHMIAS,54,75,ANTIARRHYTHMIC DRUGS,130,155,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,
907445,treat,1,1,1,OSTEOPOROSIS,117,133,ACTIVE FORM OF VITAMIN D,71,95,Some misunderstandings exist intertiolly about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,
907449,treat,0.2519763153,1,0,EMESIS,23,29,ONDANSETRON,46,57,The lower incidence of EMESIS recorded by the ONDANSETRON groups compared with the droperidol group was not statistically significant.,
907453,treat,0,1,0,VITAMIN A DEFICIENCY,110,130,DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER,153,203,The results suggest that the low serum vitamin A levels in primary biliary cirrhosis are not a consequence of VITAMIN A DEFICIENCY but instead reflect a DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER.,
907476,treat,0.9704949588,1,1,SYPHILIS,41,49,ERYTHROMYCIN,0,12,ERYTHROMYCIN failure in the treatment of SYPHILIS in a pregnt woman.,
907481,treat,0.4923659639,1,0,OPIOID OVERDOSE,136,151,FLUMAZENIL,162,172,"Clonidine, oxymetazoline, tetrahydozoline, brimonidine, tizanidine; barbiturates; opioids; benzodiazepines  Give loxone for suspected OPIOID OVERDOSE; consider FLUMAZENIL for benzodiazepine overdose Cholinergic (pinpoint pupils; variable HR; sweaty skin; abdomil cramps and diarrhea)  Organophosphate and carbamate insecticides; chemical warfare nerve agents  Give atropine and pralidoxime; obtain measurements of serum and RBC cholinesterase activity Anticholinergic (agitation; delirium; dilated pupils; tachycardia; decreased peristalsis; dry, flushed skin)  Atropine and related drugs; antihistamines; carbamazepine; phenothiazines; tricyclic antidepressants  Obtain immediate ECG.",
907486,treat,0.9138115486,1,1,HYPERTENSION,198,210,LOSARTAN INTERVENTION FOR ENDPOINT,150,184,"1  Lindholm LH, Ibsen H, Dahlof B, Devereux RB, Beevers G, de Faire U, et al. Cardiovascular morbidity and mortality in patients with diabetes in the LOSARTAN INTERVENTION FOR ENDPOINT reduction in HYPERTENSION study (LIFE): a randomised trial against atenolol.",
907491,treat,0.9878291611,1,1,HYPERCALCEMIA OF MALIGNCY,50,77,CALCITONIN,98,108,"Other agents used in the second line treatment of HYPERCALCEMIA OF MALIGNCY include plicamycin, CALCITONIN gallium nitrate, and the glucocorticoids.",
907492,treat,0.979957887,1,1,CHRONIC LYMPHOCYTIC LEUKEMIA,86,118,FLUDARABINE THERAPY,62,81,"Weiss RB, Freiman J, Kweder SL, et al. Hemolytic anemia after FLUDARABINE THERAPY for CHRONIC LYMPHOCYTIC LEUKEMIA",
907497,treat,0.9897433186,1,1,HIRSUTISM,167,176,FLUTAMIDE,65,74,17of 18 women with hirsutism treated with combition therapy of FLUTAMIDE 250 mg twice daily and an oral contraceptive pill had a rapid and marked reduction in their HIRSUTISM score.,
907499,treat,0.9970544855,1,1,HYPERTENSION,41,57,ACEBUTOLOL,14,24,Aldactone and ACEBUTOLOL in treatment of HYPERTENSION,
907500,treat,0.990147543,1,1,MIGRAINE HEADACHE PAIN,112,138,ACETAMINOPHEN,61,74,"Lipton RB, Stewart WF, Ryan RE et al. Efficacy and safety of ACETAMINOPHEN aspirin, and caffeine in alleviating MIGRAINE HEADACHE PAIN",
907503,treat,1,1,1,OSTEOPOROSIS,103,115,CHOLECALCIFEROL,55,70,Alendrote is used alone or in fixed combition with CHOLECALCIFEROL (vitamin D 3 ) for treatment of OSTEOPOROSIS in postmenopausal women,
907508,treat,0.9594032236,1,1,CRYPTOCOCCAL MENINGITIS,62,85,AMPHOTERICIN B,26,40,Flucozole compared with AMPHOTERICIN B plus flucytosine for CRYPTOCOCCAL MENINGITIS in AIDS: a randomized trial.,
907509,treat,0.8488746876,1,1,NEUTROPENIA,163,179,AMPHOTERICIN B,120,134,"Ayestaran A, Lopez R, Montoro JB et al. Pharmacokinetics of conventiol formulation versus fat emulsion formulation of AMPHOTERICIN B in a group of patients with NEUTROPENIA",
907512,treat,0.9771398364,1,1,HYPERTENSION,145,162,ATENOLOL,115,123,"Stumpe KO, Haworth D, Hoglund C et al et al. Comparison of the angiotensin II receptor antagonist, irbesartan, and ATENOLOL for the treatment of HYPERTENSION",
907513,treat,0.9649012814,1,1,HYPERCHOLESTEROLEMIA,161,181,LOVASTATIN,117,127,"Jones P, Kafonek S, Laurora I et al. Comparative dose efficacy study of atorvastatin versus lovastatin, pravastatin, LOVASTATIN and fluvastatin in patients with HYPERCHOLESTEROLEMIA (the CURVES study.",
907514,treat,0.9878783399,1,1,PERTUSSIS,95,104,ERYTHROMYCIN,110,122,Hoppe JE: Comparison of erythromycin estolate and erythromycin ethylsuccite for treatment of PERTUSSIS: the ERYTHROMYCIN Study Group.,
907516,treat,0.9773555549,1,1,HYPERTENSION,62,74,AMLODIPINE,111,121,"11  >     Bezepril/Amlodipine Fixed combition Therapy for HYPERTENSION  Oral:  In studies using bezepril/AMLODIPINE fixed combition in dosages of bezepril hydrochloride 10 40 mg daily and amlodipine 2.5 10 mg daily, BP response increased with increasing amlodipine dosage in all patient groups and increased with increasing bezepril dosage in nonblack patient groups.",
907519,treat,0.9965457582,1,1,EDEMA,85,90,FUROSEMIDE,62,72,"34 ,   37 ,   54 ,   55 ,   56  Appears to be as effective as FUROSEMIDE in reducing EDEMA, body weight, and abdomil girth in patients with edema secondary to rel disease",
907521,treat,0.9649012814,1,1,CHRONIC MYELOGENOUS LEUKEMIA,92,120,BUSULFAN,64,72,"Hehlman R, Heimpel H, Hasford J et al. Randomized comparison of BUSULFAN and hydroxyurea in CHRONIC MYELOGENOUS LEUKEMIA: prolongation of survival by hydroxyurea",
907524,treat,0.2443388887,1,0,HEMOPHILIA A,372,384,FACTOR VIII,185,196,"1 ,   2 ,   3 ,   4 ,   7 ,   8 ,   9 ,   10 ,   40 ,   49 ,   50 ,   69 ,   77 ,   120 ,   121 ,   122  Class:  Hemostatics 20:28.16; BL500 (VA)  Synonyms:  Factor VIII (Recombint); FACTOR VIII; Kogete  Uses  Hemophilia A  Prevention and control of hemorrhagic episodes in patients with a deficiency of coagulation factor VIII (antihemophilic factor) associated with HEMOPHILIA A (classic hemophilia);  1 ,   2 ,   3 ,   4 ,   5 ,   9 ,   23 ,   24 ,   40.",
907526,treat,1,1,1,OBESITY,97,109,ORLISTAT,54,62,"Evaluation of the safety and efficacy of sibutramine, ORLISTAT and metformin in the treatment of OBESITY",
907530,treat,0.894427191,1,1,HYPERTENSION,164,176,HYDROCHLOROTHIAZIDE,79,98,"b ,   c  Class:  beta-Adrenergic Blocking Agents 24:24; CV100 (VA)  Synonyms:  HYDROCHLOROTHIAZIDE and Propranolol Hydrochloride  Uses  Hypertension  Magement of HYPERTENSION, alone or in combition with other antihypertensive agents",
907536,treat,0.9958932065,1,1,BACTERIAL VAGINOSIS,53,76,CLINDAMYCIN,0,11,CLINDAMYCIN versus metronidazole in the treatment of BACTERIAL VAGINOSIS,
907545,treat,0.625,1,1,HYPOGLYCEMIA,67,79,DEXTROSE,25,33,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,
907548,treat,0.9761870602,1,1,VOMITING,289,297,PROMETHAZINE,369,381,"b  Class:  Antihistamines 56:22.08; First Generation Antihistamines 4:04; A04AD (ATC)  Synonyms:  dimenhy DRITE ; Anti-useant; Anti-usee; Dimenhydrite; Dite; Gravergol; Gravol; useatol; Travel  Uses  Motion Sickness  Used principally in the prevention and treatment of usea, VOMITING, and/or vertigo associated with motion sickness, although scopolamine, PROMETHAZINE, or meclizine may be more effective",
907551,treat,0.790569415,1,1,CONGESTIVE HEART FAILURE,44,68,ELAPRIL,116,125,Effects of elapril on mortality in severe CONGESTIVE HEART FAILURE: results of the cooperative North Scandivian ELAPRIL survival study (consensus.,
907557,treat,0.8451542547,1,1,POSTOPERATIVE PAIN,100,118,FENTANYL,149,157,"Gourlay GK, Kowalski SR, Plummer JL et al. The efficacy of transdermal fentanyl in the treatment of POSTOPERATIVE PAIN: a double blind comparison of FENTANYL and placebo systems.",
907563,treat,0.9578262852,1,1,STATUS EPILEPTICUS,44,62,FOSPHENYTOIN,0,12,FOSPHENYTOIN and phenytoin in patients with STATUS EPILEPTICUS: improved tolerability versus increased costs.,
907569,treat,0.9863939238,1,1,POLYCYTHEMIA VERA,32,49,HYDROXYUREA,0,11,HYDROXYUREA in the treatment of POLYCYTHEMIA VERA: a prospective study of 100 patients over a 20 year period.,
907572,treat,0.9838699101,1,1,ULCERATIVE COLITIS,163,186,AZATHIOPRINE,87,99,"1 ,   14 ,   15 ,   17 ,   18 ,   41  Administered concomitantly with corticosteroids, AZATHIOPRINE or mercaptopurine, and/or 5-aminosalicyclates in patients with ULCERATIVE COLITIS",
907579,treat,0.966736489,1,1,ADVANCED REL CELL CARCINOMA,92,125,INTERFERON THERAPY,69,87,"Abdi EA, Nguyen GK, Ludwig RN et al. Pulmory sarcoidosis following INTERFERON THERAPY for ADVANCED REL CELL CARCINOMA",
907589,treat,1,1,1,RHEUMATOID ARTHRITIS,130,155,KETOPROFEN,82,92,"El-Ghobarey AF, Rennie JAN, Hadidi T et al. A comparative trial of large doses of KETOPROFEN and indomethacin in the treatment of RHEUMATOID ARTHRITIS",
907590,treat,0.9630868247,1,1,HYPERTENSION,98,114,PROPRANOLOL,73,84,"van Schaik BAM, Geyskes GG, Kettner N et al. Comparison of elapril and PROPRANOLOL in essential HYPERTENSION",
907591,treat,0.9847319278,1,1,BIPOLAR DISORDER,337,353,LITHIUM,251,258,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the magement of acute depressive episodes in patients with bipolar disorder   +    and an altertive to LITHIUM valproic acid, or divalproex in the magement of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",
907593,treat,0.943456353,1,1,ENDOMETRIOSIS,140,157,SAL FARELIN,90,105,"1  Henzl MR, Corson SL, Moghissi K, Buttram VC, Berqvist C, Jacobson J. Administration of SAL FARELIN as compared with oral dazol for ENDOMETRIOSIS",
907595,treat,0.9918365981,1,1,BIPOLAR DISORDER,58,74,OLANZAPINE,0,10,"OLANZAPINE versus lithium in the maintence treatment of BIPOLAR DISORDER: a 12 month, randomized, double blind, controlled clinical trial.",
907599,treat,0.9853292782,1,1,ULCERATIVE COLITIS,85,107,MESALAMINE,42,52,Safety and efficacy of controlled release MESALAMINE for maintence of remission in ULCERATIVE COLITIS,
